,Event,Category,Name1,Year1,Name2,Year2,Name3,Year3,Name4,Year4,School,QualifyingTime,Time,Place,Points
378, Event 9  Men 100 Yard Butterfly,Preliminaries,"Poelke, Boyd",JR,,,,,,,UNC,45.11,45.95,31,0
379, Event 9  Men 100 Yard Butterfly,Preliminaries,"Artmann, Sam",SR,,,,,,,Texas,46.18,45.97,32,0
380, Event 9  Men 100 Yard Butterfly,Preliminaries,"Neverman, Kaiser",JR,,,,,,,Minnesota,46.40,46.02,33,0
381, Event 9  Men 100 Yard Butterfly,Preliminaries,"Gentry, Landon",FR,,,,,,,Virginia Tech,46.35,46.07,34,0
382, Event 9  Men 100 Yard Butterfly,Preliminaries,"Fong, Josh",SR,,,,,,,Virginia,46.37,46.32,35,0
383, Event 9  Men 100 Yard Butterfly,Preliminaries,"Gustafson, Chachi",SR,,,,,,,Ohio St,46.54,46.34,36,0
384, Event 9  Men 100 Yard Butterfly,Preliminaries,"Lim, Nicholas",JR,,,,,,,Princeton,45.87,46.36,37,0
385, Event 9  Men 100 Yard Butterfly,Preliminaries,"Miceli, Mateo",SO,,,,,,,Alabama,45.95,46.53,38,0
386, Event 9  Men 100 Yard Butterfly,Preliminaries,"Mahler, Adam",SR,,,,,,,Pittsburgh,47.13,46.81,39,0
387, Event 9  Men 100 Yard Butterfly,Preliminaries,"Miller, Ben",SR,,,,,,,Northwestern,46.94,46.98,40,0
388, Event 9  Men 100 Yard Butterfly,Preliminaries,"Espernberger, Martin",FR,,,,,,,Tennessee,47.17,47.27,41,0
389, Event 9  Men 100 Yard Butterfly,Preliminaries,"Molla Yanes, Mario",SO,,,,,,,Virginia Tech,45.44,47.66,42,0
390, Event 9  Men 100 Yard Butterfly,Preliminaries,"Tirheimer, Logan",JR,,,,,,,Auburn,46.33,DFS,---,0
391, Event 9  Men 100 Yard Butterfly,Preliminaries,"Stoffle, Aidan",SR,,,,,,,Auburn,45.68,DFS,---,0
392, Event 9  Men 100 Yard Butterfly,Preliminaries,"Stoffle, Nate",SO,,,,,,,Auburn,46.17,DFS,---,0
393, Event 9  Men 100 Yard Butterfly,Preliminaries,"Lierz, Harrison",JR,,,,,,,Tennessee,46.01,DFS,---,0
394, Event 10  Men 200 Yard Freestyle,Championship Final,"Hobson, Luke",SO,,,,,,,Texas,1:30.78,1:30.43,1,20
395, Event 10  Men 200 Yard Freestyle,Championship Final,"Jett, Gabriel",SO,,,,,,,California,1:30.86,1:30.74,2,17
396, Event 10  Men 200 Yard Freestyle,Championship Final,"House, Grant",5Y,,,,,,,Arizona St,1:32.12,1:31.12,3,16
397, Event 10  Men 200 Yard Freestyle,Championship Final,"Curry, Brooks",SR,,,,,,,LSU,1:31.94,1:31.30,4,15
398, Event 10  Men 200 Yard Freestyle,Championship Final,"Dahlgren, Jack",5Y,,,,,,,Missouri,1:32.06,1:32.00,5,14
399, Event 10  Men 200 Yard Freestyle,Championship Final,"Hill, Julian",SR,,,,,,,Arizona St,1:31.74,1:32.25,6,13
400, Event 10  Men 200 Yard Freestyle,Championship Final,"Sammon, Patrick",SO,,,,,,,Arizona St,1:32.28,1:32.61,7,12
401, Event 10  Men 200 Yard Freestyle,Championship Final,"Carrozza, Coby",JR,,,,,,,Texas,1:32.06,1:32.67,8,11
402, Event 10  Men 200 Yard Freestyle,Consolation Final,"Guiliano, Chris",SO,,,,,,,Notre Dame,1:32.36,1:32.31,9,9
403, Event 10  Men 200 Yard Freestyle,Consolation Final,"Mitchell, Jake",JR,,,,,,,Florida,1:32.56,1:32.36,10,7
404, Event 10  Men 200 Yard Freestyle,Consolation Final,"Gray, Andrew",SR,,,,,,,Arizona St,1:32.51,1:32.47,11,6
405, Event 10  Men 200 Yard Freestyle,Consolation Final,"Maurer, Luke",JR,,,,,,,Stanford,1:32.40,1:32.54,12,5
406, Event 10  Men 200 Yard Freestyle,Consolation Final,"Miroslaw, Rafael",SO,,,,,,,Indiana,1:32.28,1:32.65,13,4
407, Event 10  Men 200 Yard Freestyle,Consolation Final,"Gaziev, Ruslan",JR,,,,,,,Ohio St,1:32.59,1:32.85,14,3
408, Event 10  Men 200 Yard Freestyle,Consolation Final,"Zhang, Wen",SR,,,,,,,Air Force,1:32.61,1:32.87,15,2
409, Event 10  Men 200 Yard Freestyle,Consolation Final,"Hawke, Charlie",SO,,,,,,,Alabama,1:32.42,1:33.27,16,1
410, Event 10  Men 200 Yard Freestyle,Preliminaries,"Hobson, Luke",SO,,,,,,,Texas,1:31.89,1:30.78,1,0
411, Event 10  Men 200 Yard Freestyle,Preliminaries,"Jett, Gabriel",SO,,,,,,,California,1:32.41,1:30.86,2,0
412, Event 10  Men 200 Yard Freestyle,Preliminaries,"Hill, Julian",SR,,,,,,,Arizona St,1:32.26,1:31.74,3,0
413, Event 10  Men 200 Yard Freestyle,Preliminaries,"Curry, Brooks",SR,,,,,,,LSU,1:33.15,1:31.94,4,0
414, Event 10  Men 200 Yard Freestyle,Preliminaries,"Dahlgren, Jack",5Y,,,,,,,Missouri,1:31.17,1:32.06,5,0
415, Event 10  Men 200 Yard Freestyle,Preliminaries,"Carrozza, Coby",JR,,,,,,,Texas,1:32.65,1:32.06,5,0
416, Event 10  Men 200 Yard Freestyle,Preliminaries,"House, Grant",5Y,,,,,,,Arizona St,1:30.67,1:32.12,7,0
417, Event 10  Men 200 Yard Freestyle,Preliminaries,"Sammon, Patrick",SO,,,,,,,Arizona St,1:31.82,1:32.28,8,0
418, Event 10  Men 200 Yard Freestyle,Preliminaries,"Miroslaw, Rafael",SO,,,,,,,Indiana,1:32.10,1:32.28,9,0
419, Event 10  Men 200 Yard Freestyle,Preliminaries,"Guiliano, Chris",SO,,,,,,,Notre Dame,1:32.43,1:32.36,10,0
420, Event 10  Men 200 Yard Freestyle,Preliminaries,"Maurer, Luke",JR,,,,,,,Stanford,1:32.47,1:32.40,11,0
421, Event 10  Men 200 Yard Freestyle,Preliminaries,"Hawke, Charlie",SO,,,,,,,Alabama,1:31.20,1:32.42,12,0
422, Event 10  Men 200 Yard Freestyle,Preliminaries,"Gray, Andrew",SR,,,,,,,Arizona St,1:33.34,1:32.51,13,0
423, Event 10  Men 200 Yard Freestyle,Preliminaries,"Mitchell, Jake",JR,,,,,,,Florida,1:32.69,1:32.56,14,0
424, Event 10  Men 200 Yard Freestyle,Preliminaries,"Gaziev, Ruslan",JR,,,,,,,Ohio St,1:31.94,1:32.59,15,0
425, Event 10  Men 200 Yard Freestyle,Preliminaries,"Zhang, Wen",SR,,,,,,,Air Force,1:31.42,1:32.61,16,0
426, Event 10  Men 200 Yard Freestyle,Preliminaries,"Miller, Luke",JR,,,,,,,NC State,1:31.87,1:32.68,17,0
427, Event 10  Men 200 Yard Freestyle,Preliminaries,"McDuff, Macguire",SO,,,,,,,Florida,1:32.34,1:32.94,18,0
428, Event 10  Men 200 Yard Freestyle,Preliminaries,"Brooks, Guy",FR,,,,,,,Louisville,1:32.49,1:32.96,19,0
429, Event 10  Men 200 Yard Freestyle,Preliminaries,"Unlu, Baturalp",JR,,,,,,,Georgia Tech,1:32.47,1:32.98,20,0
430, Event 10  Men 200 Yard Freestyle,Preliminaries,"Piszczorowicz, Bartosz",SR,,,,,,,NC State,1:32.47,1:33.05,21,0
431, Event 10  Men 200 Yard Freestyle,Preliminaries,"Sartori, Murilo",SO,,,,,,,Louisville,1:32.23,1:33.06,22,0
432, Event 10  Men 200 Yard Freestyle,Preliminaries,"Hawk, Dylan",JR,,,,,,,California,1:32.79,1:33.09,23,0
433, Event 10  Men 200 Yard Freestyle,Preliminaries,"Magahey, Jake",JR,,,,,,,Georgia,1:32.42,1:33.16,24,0
434, Event 10  Men 200 Yard Freestyle,Preliminaries,"Dupont Cabrera, Andres",FR,,,,,,,Stanford,1:33.36,1:33.21,25,0
435, Event 10  Men 200 Yard Freestyle,Preliminaries,"Larson, Peter",SR,,,,,,,Texas,1:32.50,1:33.25,26,0
436, Event 10  Men 200 Yard Freestyle,Preliminaries,"Sherman, Nick",5Y,,,,,,,Purdue,1:33.56,1:33.27,27,0
437, Event 10  Men 200 Yard Freestyle,Preliminaries,"Bowers, Noah",SR,,,,,,,NC State,1:33.67,1:33.31,28,0
438, Event 10  Men 200 Yard Freestyle,Preliminaries,"Daleiden Ciuferri, Ralph",FR,,,,,,,Arizona,1:32.80,1:33.37,29,0
439, Event 10  Men 200 Yard Freestyle,Preliminaries,"Dominguez Calonge, Luis",SO,,,,,,,Virginia Tech,1:32.72,1:33.50,30,0
440, Event 10  Men 200 Yard Freestyle,Preliminaries,"Berg, Max",JR,,,,,,,Kentucky,1:32.67,1:33.58,31,0
441, Event 10  Men 200 Yard Freestyle,Preliminaries,"Callan, Patrick",5Y,,,,,,,California,1:32.47,1:33.59,32,0
442, Event 10  Men 200 Yard Freestyle,Preliminaries,"Newmark, Jake",JR,,,,,,,Wisconsin,1:31.61,1:33.83,33,0
443, Event 10  Men 200 Yard Freestyle,Preliminaries,"Bratanov, Koko",SR,,,,,,,Texas A&M,1:32.49,1:34.00,34,0
444, Event 10  Men 200 Yard Freestyle,Preliminaries,"Mathias, Mason",SO,,,,,,,Auburn,1:34.09,1:34.00,34,0
445, Event 10  Men 200 Yard Freestyle,Preliminaries,"Mestre, Alfonso",SR,,,,,,,Florida,1:33.24,1:34.08,36,0
446, Event 10  Men 200 Yard Freestyle,Preliminaries,"Varjasi, Peter",SR,,,,,,,Florida St,1:34.23,1:34.16,37,0
447, Event 10  Men 200 Yard Freestyle,Preliminaries,"Hils, Zach",SR,,,,,,,Georgia,1:33.74,1:34.69,38,0
448, Event 10  Men 200 Yard Freestyle,Preliminaries,"Millard, Noah",SO,,,,,,,Yale,1:32.85,1:34.82,39,0
449, Event 10  Men 200 Yard Freestyle,Preliminaries,"Bonson, Michael",JR,,,,,,,Auburn,1:33.54,1:34.88,40,0
450, Event 10  Men 200 Yard Freestyle,Preliminaries,"Yanchev, Yordan",JR,,,,,,,Florida St,1:33.92,1:34.88,40,0
451, Event 10  Men 200 Yard Freestyle,Preliminaries,"Forst, Preston",JR,,,,,,,Stanford,1:34.09,1:35.03,42,0
452, Event 10  Men 200 Yard Freestyle,Preliminaries,"Eastman, Michael",5Y,,,,,,,Louisville,1:33.45,1:35.24,43,0
453, Event 10  Men 200 Yard Freestyle,Preliminaries,"Lindholm, Oskar",SO,,,,,,,Florida,1:34.23,1:35.30,44,0
454, Event 10  Men 200 Yard Freestyle,Preliminaries,"Tapp, Hunter",SR,,,,,,,NC State,1:33.45,DFS,---,0
455, Event 10  Men 200 Yard Freestyle,Preliminaries,"Kulow, Jonny",FR,,,,,,,Arizona St,1:33.67,DFS,---,0
456, Event 11  Men 100 Yard Breaststroke,Championship Final,"McHugh, Max",5Y,,,,,,,Minnesota,50.26,50.00,1,20
457, Event 11  Men 100 Yard Breaststroke,Championship Final,"Mathias, Van",5Y,,,,,,,Indiana,50.57,50.60,2,17
458, Event 11  Men 100 Yard Breaststroke,Championship Final,"Petrashov, Denis",SR,,,,,,,Louisville,51.12,50.78,3,16
459, Event 11  Men 100 Yard Breaststroke,Championship Final,"Corbeau, Caspar",SR,,,,,,,Texas,50.82,50.79,4,15
460, Event 11  Men 100 Yard Breaststroke,Championship Final,"Hillis, Dillon",5Y,,,,,,,Florida,50.88,50.80,5,14
461, Event 11  Men 100 Yard Breaststroke,Championship Final,"Bell, Liam",SR,,,,,,,California,50.76,50.88,6,13
462, Event 11  Men 100 Yard Breaststroke,Championship Final,"Whitley, Reece",5Y,,,,,,,California,51.00,51.04,7,12
463, Event 11  Men 100 Yard Breaststroke,Championship Final,"Maas, Derek",SR,,,,,,,Alabama,51.05,51.23,8,11
464, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Matheny, Josh",SO,,,,,,,Indiana,51.17,50.99,9,9
465, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Mikuta, Reid",JR,,,,,,,Auburn,51.66,51.06,10,7
466, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Patton, Ben",SR,,,,,,,Missouri,51.43,51.41,11,5.50
467, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Polonsky, Ron",SO,,,,,,,Stanford,51.14,51.41,11,5.50
468, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Savickas, Aleksas",FR,,,,,,,Florida,51.14,51.44,13,4
469, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Smith, Julian",SO,,,,,,,Florida,51.34,51.45,14,3
470, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Benzing, Brian",JR,,,,,,,Towson,51.30,51.48,15,2
471, Event 11  Men 100 Yard Breaststroke,Consolation Final,"Van Der Laan, Cooper",SR,,,,,,,Pittsburgh,51.32,51.72,16,1
472, Event 11  Men 100 Yard Breaststroke,Preliminaries,"McHugh, Max",5Y,,,,,,,Minnesota,50.80,50.26,1,0
473, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Mathias, Van",5Y,,,,,,,Indiana,51.32,50.57,2,0
474, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Bell, Liam",SR,,,,,,,California,51.58,50.76,3,0
475, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Corbeau, Caspar",SR,,,,,,,Texas,51.30,50.82,4,0
476, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Hillis, Dillon",5Y,,,,,,,Florida,50.90,50.88,5,0
477, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Whitley, Reece",5Y,,,,,,,California,51.12,51.00,6,0
478, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Maas, Derek",SR,,,,,,,Alabama,51.74,51.05,7,0
479, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Petrashov, Denis",SR,,,,,,,Louisville,51.26,51.12,8,0
480, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Polonsky, Ron",SO,,,,,,,Stanford,51.77,51.14,9,0
481, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Savickas, Aleksas",FR,,,,,,,Florida,50.73,51.14,10,0
482, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Matheny, Josh",SO,,,,,,,Indiana,51.50,51.17,11,0
483, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Benzing, Brian",JR,,,,,,,Towson,51.25,51.30,12,0
484, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Van Der Laan, Cooper",SR,,,,,,,Pittsburgh,51.26,51.32,13,0
485, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Smith, Julian",SO,,,,,,,Florida,51.52,51.34,14,0
486, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Patton, Ben",SR,,,,,,,Missouri,51.53,51.43,15,0
487, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Mikuta, Reid",JR,,,,,,,Auburn,51.14,51.66,16,0
488, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Nichols, Noah",JR,,,,,,,Virginia,50.82,51.67,17,0
489, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Coll Marti, Carles",JR,,,,,,,Virginia Tech,51.50,51.71,18,0
490, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Epitropov, Lyubomir",5Y,,,,,,,Tennessee,52.10,51.88,19,0
491, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Hunter, Mason",5Y,,,,,,,NC State,51.57,51.88,19,0
492, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Yep, Jassen",JR,,,,,,,Indiana,52.05,52.00,21,0
493, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Puente Bustamante, Andres",SR,,,,,,,Texas A&M,51.96,52.06,22,0
494, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Bethel, Henry",SO,,,,,,,Auburn,51.87,52.13,23,0
495, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Demir, Demirkan",SO,,,,,,,Columbia,52.03,52.13,23,0
496, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Myhre, Will",SR,,,,,,,Wisconsin,51.84,52.17,25,0
497, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Jensen, Matthew",JR,,,,,,,California,51.42,52.17,25,0
498, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Crisci, Flynn",SR,,,,,,,Pittsburgh,51.87,52.18,27,0
499, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Houseman, Kevin",SR,,,,,,,Northwestern,51.83,52.23,28,0
500, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Chan, Will",5Y,,,,,,,Texas,51.65,52.25,29,0
501, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Dillard, Jarel",5Y,,,,,,,Tennessee,52.10,52.33,30,0
502, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Kelly, Jack",SO,,,,,,,Brown,52.08,52.45,31,0
503, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Reich, Maxwell",JR,,,,,,,Indiana,52.84,52.46,32,0
504, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Houlie, Michael",5Y,,,,,,,Tennessee,51.90,52.47,33,0
505, Event 11  Men 100 Yard Breaststroke,Preliminaries,"O'Grady, Chris",SO,,,,,,,Southern California,52.09,52.52,34,0
506, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Sanchez, Alex",JR,,,,,,,Texas A&M,51.90,52.54,35,0
507, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Al-Wir, Amro",JR,,,,,,,Florida,52.53,52.55,36,0
508, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Wuilliez, Jadon",SO,,,,,,,TCU,51.70,52.59,37,0
509, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Horner, Jaek",SR,,,,,,,Utah,51.78,52.65,38,0
510, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Soderlund, Jacob",SO,,,,,,,California,51.90,52.68,39,0
511, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Barr, Luke",SO,,,,,,,Indiana,52.68,52.73,40,0
512, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Goodwin, Will",SR,,,,,,,Missouri,52.71,52.78,41,0
513, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Pouch, AJ",SR,,,,,,,Virginia Tech,52.55,52.84,42,0
514, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Prolo, Brad",SR,,,,,,,Brigham Young,52.67,52.85,43,0
515, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Lamb, August",SR,,,,,,,Virginia,52.91,53.25,44,0
516, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Kelly, Logan",SO,,,,,,,IUPUI,51.94,DQ,---,0
517, Event 11  Men 100 Yard Breaststroke,Preliminaries,"Izzo, Giovanni",5Y,,,,,,,NC State,52.39,DFS,---,0
518, Event 12  Men 100 Yard Backstroke,Championship Final,"Burns, Brendan",SR,,,,,,,Indiana,44.28,43.61,1,20
519, Event 12  Men 100 Yard Backstroke,Championship Final,"Stokowski, Kacper",SR,,,,,,,NC State,44.02,43.86,2,17
520, Event 12  Men 100 Yard Backstroke,Championship Final,"Lasco, Destin",JR,,,,,,,California,43.93,43.94,3,16
521, Event 12  Men 100 Yard Backstroke,Championship Final,"Chaney, Adam",JR,,,,,,,Florida,44.28,44.42,4,15
522, Event 12  Men 100 Yard Backstroke,Championship Final,"Ungur, Andrei",SR,,,,,,,Utah,45.05,44.58,5,14
523, Event 12  Men 100 Yard Backstroke,Championship Final,"McDonald, Owen",FR,,,,,,,Arizona St,44.97,44.85,6,13
524, Event 12  Men 100 Yard Backstroke,Championship Final,"Dolan, Jack",SR,,,,,,,Arizona St,44.78,44.93,7,12
525, Event 12  Men 100 Yard Backstroke,Championship Final,"Stoffle, Nate",SO,,,,,,,Auburn,44.93,45.38,8,11
526, Event 12  Men 100 Yard Backstroke,Consolation Final,"Van Renen, Ruard",FR,,,,,,,SIUC,45.17,44.67,9,9
527, Event 12  Men 100 Yard Backstroke,Consolation Final,"Seeliger, Bjorn",JR,,,,,,,California,45.33,45.00,10,7
528, Event 12  Men 100 Yard Backstroke,Consolation Final,"Izzo, Giovanni",5Y,,,,,,,NC State,45.20,45.03,11,6
529, Event 12  Men 100 Yard Backstroke,Consolation Final,"Stoffle, Aidan",SR,,,,,,,Auburn,45.22,45.09,12,5
530, Event 12  Men 100 Yard Backstroke,Consolation Final,"Dunham, Bradley",SR,,,,,,,Georgia,45.13,45.22,13,4
531, Event 12  Men 100 Yard Backstroke,Consolation Final,"Janton, Tommy",FR,,,,,,,Notre Dame,45.54,45.43,14,3
532, Event 12  Men 100 Yard Backstroke,Consolation Final,"Simons, Nick",FR,,,,,,,Tennessee,45.50,45.45,15,2
533, Event 12  Men 100 Yard Backstroke,Consolation Final,"Samuels, Brady",SO,,,,,,,Purdue,45.17,45.50,16,1
534, Event 12  Men 100 Yard Backstroke,Preliminaries,"Lasco, Destin",JR,,,,,,,California,44.57,43.93,1,0
535, Event 12  Men 100 Yard Backstroke,Preliminaries,"Stokowski, Kacper",SR,,,,,,,NC State,44.47,44.02,2,0
536, Event 12  Men 100 Yard Backstroke,Preliminaries,"Burns, Brendan",SR,,,,,,,Indiana,44.65,44.28,3,0
537, Event 12  Men 100 Yard Backstroke,Preliminaries,"Chaney, Adam",JR,,,,,,,Florida,44.17,44.28,3,0
538, Event 12  Men 100 Yard Backstroke,Preliminaries,"Dolan, Jack",SR,,,,,,,Arizona St,44.78,44.78,5,0
539, Event 12  Men 100 Yard Backstroke,Preliminaries,"Stoffle, Nate",SO,,,,,,,Auburn,44.89,44.93,6,0
540, Event 12  Men 100 Yard Backstroke,Preliminaries,"McDonald, Owen",FR,,,,,,,Arizona St,45.00,44.97,7,0
541, Event 12  Men 100 Yard Backstroke,Preliminaries,"Ungur, Andrei",SR,,,,,,,Utah,45.00,45.05,8,0
542, Event 12  Men 100 Yard Backstroke,Preliminaries,"Dunham, Bradley",SR,,,,,,,Georgia,45.23,45.13,9,0
543, Event 12  Men 100 Yard Backstroke,Preliminaries,"Van Renen, Ruard",FR,,,,,,,SIUC,44.89,45.17,10,0
544, Event 12  Men 100 Yard Backstroke,Preliminaries,"Samuels, Brady",SO,,,,,,,Purdue,45.86,45.17,10,0
545, Event 12  Men 100 Yard Backstroke,Preliminaries,"Izzo, Giovanni",5Y,,,,,,,NC State,45.41,45.20,12,0
546, Event 12  Men 100 Yard Backstroke,Preliminaries,"Stoffle, Aidan",SR,,,,,,,Auburn,45.27,45.22,13,0
547, Event 12  Men 100 Yard Backstroke,Preliminaries,"Seeliger, Bjorn",JR,,,,,,,California,45.23,45.33,14,0
548, Event 12  Men 100 Yard Backstroke,Preliminaries,"Simons, Nick",FR,,,,,,,Tennessee,45.63,45.50,15,0
549, Event 12  Men 100 Yard Backstroke,Preliminaries,"Janton, Tommy",FR,,,,,,,Notre Dame,45.61,45.54,16,0
550, Event 12  Men 100 Yard Backstroke,Preliminaries,"MacAlister, Leon",SR,,,,,,,Stanford,45.58,45.54,17,0
551, Event 12  Men 100 Yard Backstroke,Preliminaries,"Sequeira, Aaron",SO,,,,,,,Stanford,45.44,45.56,18,0
552, Event 12  Men 100 Yard Backstroke,Preliminaries,"Menke, Matt",SR,,,,,,,Alabama,45.51,45.56,19,0
553, Event 12  Men 100 Yard Backstroke,Preliminaries,"Alexy, Jack",SO,,,,,,,California,46.14,45.62,20,0
554, Event 12  Men 100 Yard Backstroke,Preliminaries,"Brownstead, Matt",JR,,,,,,,Virginia,45.35,45.67,21,0
555, Event 12  Men 100 Yard Backstroke,Preliminaries,"Lowe, Dalton",JR,,,,,,,Louisville,46.10,45.80,22,0
556, Event 12  Men 100 Yard Backstroke,Preliminaries,"Jekel, Wes",SR,,,,,,,Wisconsin,45.70,45.87,23,0
557, Event 12  Men 100 Yard Backstroke,Preliminaries,"Davis, Wyatt",JR,,,,,,,Michigan,45.20,45.87,23,0
558, Event 12  Men 100 Yard Backstroke,Preliminaries,"Secchi, Clement",5Y,,,,,,,Missouri,45.37,45.93,25,0
559, Event 12  Men 100 Yard Backstroke,Preliminaries,"Mefford, Colby",SR,,,,,,,California,47.32,45.94,26,0
560, Event 12  Men 100 Yard Backstroke,Preliminaries,"Gogulski, Ethan",SR,,,,,,,Texas A&M,45.64,45.98,27,0
561, Event 12  Men 100 Yard Backstroke,Preliminaries,"Tapp, Hunter",SR,,,,,,,NC State,45.85,46.05,28,0
562, Event 12  Men 100 Yard Backstroke,Preliminaries,"Radziszewski, Krzysztof",SO,,,,,,,Pittsburgh,45.49,46.08,29,0
563, Event 12  Men 100 Yard Backstroke,Preliminaries,"Ng, Wesley",JR,,,,,,,Georgia,45.27,46.08,29,0
564, Event 12  Men 100 Yard Backstroke,Preliminaries,"Laitarovsky, Michael",SO,,,,,,,South Carolina,45.27,46.09,31,0
565, Event 12  Men 100 Yard Backstroke,Preliminaries,"Aikins, Jack",SO,,,,,,,Virginia,45.68,46.21,32,0
566, Event 12  Men 100 Yard Backstroke,Preliminaries,"Kammann, Bjoern",SO,,,,,,,Tennessee,46.18,46.42,33,0
567, Event 12  Men 100 Yard Backstroke,Preliminaries,"Goraj, Marcin",JR,,,,,,,Pittsburgh,46.91,46.50,34,0
568, Event 12  Men 100 Yard Backstroke,Preliminaries,"Somerset, Sebastian",SR,,,,,,,California,46.32,46.59,35,0
569, Event 12  Men 100 Yard Backstroke,Preliminaries,"Fabiani, Remi",SO,,,,,,,Cal Baptist,47.14,46.61,36,0
570, Event 12  Men 100 Yard Backstroke,Preliminaries,"O'Connor, Christopher",JR,,,,,,,Texas,46.31,46.62,37,0
571, Event 12  Men 100 Yard Backstroke,Preliminaries,"Lierz, Harrison",JR,,,,,,,Tennessee,45.70,46.63,38,0
572, Event 12  Men 100 Yard Backstroke,Preliminaries,"Pavlidi, Arijus",SO,,,,,,,Florida St,46.44,46.91,39,0
573, Event 12  Men 100 Yard Backstroke,Preliminaries,"Saka, Berke",SO,,,,,,,Georgia Tech,45.60,47.09,40,0
574, Event 12  Men 100 Yard Backstroke,Preliminaries,"Norton, Mitchell",SO,,,,,,,Georgia,46.35,47.17,41,0
575, Event 12  Men 100 Yard Backstroke,Preliminaries,"Zuchowski, Josh",FR,,,,,,,Stanford,46.41,47.32,42,0
576, Event 12  Men 100 Yard Backstroke,Preliminaries,"Makinen, Kalle",FR,,,,,,,Auburn,46.57,DFS,---,0
577, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Chaney, Adam",JR,"Hillis, Dillon",5Y,"Liendo, Josh",FR,"McDuff, Macguire",SO,Florida,2:59.48,2:58.32,1,40
578, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Burns, Brendan",SR,"Matheny, Josh",SO,"Frankel, Tomer",JR,"Miroslaw, Rafael",SO,Indiana,3:01.53,2:59.09,2,34
579, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Dolan, Jack",SR,"Marchand, Leon",SO,"McCusker, Max",5Y,"Kulow, Jonny",FR,Arizona St,3:01.39,2:59.18,3,32
580, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Stokowski, Kacper",SR,"Hunter, Mason",5Y,"Hayes, Aiden",SO,"Miller, Luke",JR,NC State,3:01.10,3:00.22,4,30
581, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Lasco, Destin",JR,"Whitley, Reece",5Y,"Jett, Gabriel",SO,"Seeliger, Bjorn",JR,California,3:01.80,3:00.38,5,28
582, Event 14  Men 400 Yard Medley Relay,Timed Final Relay,"Simons, Nick",FR,"Epitropov, Lyubomir",5Y,"Crooks, Jordan",SO,"Santos, Guilherme",FR,Tennessee,3:02.51,3:02.05,6,26
