,Event,Category,Name1,Year1,Name2,Year2,Name3,Year3,Name4,Year4,School,QualifyingTime,Time,Place,Points
375, Event 9  Women 100 Yard Butterfly,Championship Final,"Albiero, Gabi",JR,,,,,,,Louisville,50.46,50.15,5,13.50
376, Event 9  Women 100 Yard Butterfly,Championship Final,"Alons, Kylee",5Y,,,,,,,NC State,50.85,50.44,7,12
377, Event 9  Women 100 Yard Butterfly,Championship Final,"Zenick, Katherine",JR,,,,,,,Ohio St,50.84,51.11,8,11
378, Event 9  Women 100 Yard Butterfly,Consolation Final,"Arens, Abby",JR,,,,,,,NC State,50.86,50.60,9,9
379, Event 9  Women 100 Yard Butterfly,Consolation Final,"Guevara, Miriam",5Y,,,,,,,Northwestern,51.24,50.91,10,7
380, Event 9  Women 100 Yard Butterfly,Consolation Final,"Ulett, Tristen",JR,,,,,,,Louisville,51.50,51.18,11,6
381, Event 9  Women 100 Yard Butterfly,Consolation Final,"Lee, Meghan",JR,,,,,,,Auburn,51.20,51.20,12,5
382, Event 9  Women 100 Yard Butterfly,Consolation Final,"Regenauer, Christiana",SR,,,,,,,Louisville,51.35,51.26,13,4
383, Event 9  Women 100 Yard Butterfly,Consolation Final,"Cuomo, Lexi",SR,,,,,,,Virginia,51.18,51.28,14,3
384, Event 9  Women 100 Yard Butterfly,Consolation Final,"Kragh, Mia",SO,,,,,,,California,51.38,51.58,15,2
385, Event 9  Women 100 Yard Butterfly,Consolation Final,"Peoples, Olivia",SO,,,,,,,Florida,51.62,52.04,16,1
386, Event 9  Women 100 Yard Butterfly,Preliminaries,"Huske, Torri",SO,,,,,,,Stanford,49.25,49.77,1,0
387, Event 9  Women 100 Yard Butterfly,Preliminaries,"Sticklen, Emma",JR,,,,,,,Texas,49.79,50.00,2,0
388, Event 9  Women 100 Yard Butterfly,Preliminaries,"Douglass, Kate",SR,,,,,,,Virginia,48.84,50.11,3,0
389, Event 9  Women 100 Yard Butterfly,Preliminaries,"Curzan, Claire",FR,,,,,,,Stanford,49.93,50.45,4,0
390, Event 9  Women 100 Yard Butterfly,Preliminaries,"Albiero, Gabi",JR,,,,,,,Louisville,50.04,50.46,5,0
391, Event 9  Women 100 Yard Butterfly,Preliminaries,"MacNeil, Maggie",5Y,,,,,,,LSU,48.99,50.51,6,0
392, Event 9  Women 100 Yard Butterfly,Preliminaries,"Zenick, Katherine",JR,,,,,,,Ohio St,51.03,50.84,7,0
393, Event 9  Women 100 Yard Butterfly,Preliminaries,"Alons, Kylee",5Y,,,,,,,NC State,50.64,50.85,8,0
394, Event 9  Women 100 Yard Butterfly,Preliminaries,"Arens, Abby",JR,,,,,,,NC State,50.84,50.86,9,0
395, Event 9  Women 100 Yard Butterfly,Preliminaries,"Cuomo, Lexi",SR,,,,,,,Virginia,51.47,51.18,10,0
396, Event 9  Women 100 Yard Butterfly,Preliminaries,"Lee, Meghan",JR,,,,,,,Auburn,51.01,51.20,11,0
397, Event 9  Women 100 Yard Butterfly,Preliminaries,"Guevara, Miriam",5Y,,,,,,,Northwestern,51.59,51.24,12,0
398, Event 9  Women 100 Yard Butterfly,Preliminaries,"Regenauer, Christiana",SR,,,,,,,Louisville,51.03,51.35,13,0
399, Event 9  Women 100 Yard Butterfly,Preliminaries,"Kragh, Mia",SO,,,,,,,California,51.63,51.38,14,0
400, Event 9  Women 100 Yard Butterfly,Preliminaries,"Ulett, Tristen",JR,,,,,,,Louisville,51.59,51.50,15,0
401, Event 9  Women 100 Yard Butterfly,Preliminaries,"Peoples, Olivia",SO,,,,,,,Florida,51.81,51.62,16,0
402, Event 9  Women 100 Yard Butterfly,Preliminaries,"Daniel, Abby",SO,,,,,,,Akron,51.65,51.66,17,0
403, Event 9  Women 100 Yard Butterfly,Preliminaries,"Harter, Abby",JR,,,,,,,Virginia,52.11,51.71,18,0
404, Event 9  Women 100 Yard Butterfly,Preliminaries,"VanNote, Ellie",SR,,,,,,,UNC,51.59,51.73,19,0
405, Event 9  Women 100 Yard Butterfly,Preliminaries,"Luther, Dakota",5Y,,,,,,,Texas,51.90,51.78,20,0
406, Event 9  Women 100 Yard Butterfly,Preliminaries,"Stotler, Sara",SO,,,,,,,Tennessee,52.07,51.87,21,0
407, Event 9  Women 100 Yard Butterfly,Preliminaries,"White, Rhyan",5Y,,,,,,,Alabama,51.47,51.95,22,0
408, Event 9  Women 100 Yard Butterfly,Preliminaries,"Toh, Nicholle",JR,,,,,,,South Carolina,51.89,52.03,23,0
409, Event 9  Women 100 Yard Butterfly,Preliminaries,"Sansores De La Fuent, Andrea",5Y,,,,,,,Arkansas,51.77,52.05,24,0
410, Event 9  Women 100 Yard Butterfly,Preliminaries,"Dickinson, Callie",5Y,,,,,,,Georgia,52.02,52.07,25,0
411, Event 9  Women 100 Yard Butterfly,Preliminaries,"Gillilan, Coleen",SR,,,,,,,Notre Dame,51.73,52.10,26,0
412, Event 9  Women 100 Yard Butterfly,Preliminaries,"Novelline, Carly",FR,,,,,,,Virginia,51.92,52.15,27,0
413, Event 9  Women 100 Yard Butterfly,Preliminaries,"Jump, Mallory",SR,,,,,,,Wisconsin,52.07,52.31,28,0
414, Event 9  Women 100 Yard Butterfly,Preliminaries,"McConagha, Mackenzie",SO,,,,,,,Wisconsin,52.59,52.33,29,0
415, Event 9  Women 100 Yard Butterfly,Preliminaries,"Alonso, Luana",SO,,,,,,,SMU,52.08,52.34,30,0
416, Event 9  Women 100 Yard Butterfly,Preliminaries,"Kraus, Morgan",SR,,,,,,,Ohio St,51.58,52.38,31,0
417, Event 9  Women 100 Yard Butterfly,Preliminaries,"Cook, Lizzy",SO,,,,,,,California,52.34,52.38,31,0
418, Event 9  Women 100 Yard Butterfly,Preliminaries,"Russo, Catherine",JR,,,,,,,Ohio St,51.60,52.40,33,0
419, Event 9  Women 100 Yard Butterfly,Preliminaries,"Longi, Ava",JR,,,,,,,Texas,52.01,52.47,34,0
420, Event 9  Women 100 Yard Butterfly,Preliminaries,"Kan, Natalie",SO,,,,,,,Michigan,51.84,52.57,35,0
421, Event 9  Women 100 Yard Butterfly,Preliminaries,"Theall, Olivia",JR,,,,,,,Texas A&M,51.25,52.60,36,0
422, Event 9  Women 100 Yard Butterfly,Preliminaries,"Harrison, Tristan",JR,,,,,,,Ohio St,52.31,52.70,37,0
423, Event 9  Women 100 Yard Butterfly,Preliminaries,"Jernstedt, Edith",SO,,,,,,,Florida St,52.54,52.73,38,0
424, Event 9  Women 100 Yard Butterfly,Preliminaries,"Hayon, Arielle",SO,,,,,,,Rice,52.01,52.78,39,0
425, Event 9  Women 100 Yard Butterfly,Preliminaries,"Yendell, Sophie",JR,,,,,,,Pittsburgh,52.62,52.79,40,0
426, Event 9  Women 100 Yard Butterfly,Preliminaries,"Delgado, Anicka",JR,,,,,,,Southern California,52.03,52.88,41,0
427, Event 9  Women 100 Yard Butterfly,Preliminaries,"Bokros, Blanka",JR,,,,,,,UNLV,52.96,52.93,42,0
428, Event 9  Women 100 Yard Butterfly,Preliminaries,"Klinker, Rachel",SR,,,,,,,California,52.45,52.99,43,0
429, Event 9  Women 100 Yard Butterfly,Preliminaries,"Pelzek, Greta",SO,,,,,,,South Carolina,52.43,53.15,44,0
430, Event 9  Women 100 Yard Butterfly,Preliminaries,"Dang, Gabby",SR,,,,,,,UCLA,51.85,53.21,45,0
431, Event 9  Women 100 Yard Butterfly,Preliminaries,"Bridges, Jenna",SO,,,,,,,LSU,53.14,53.42,46,0
432, Event 9  Women 100 Yard Butterfly,Preliminaries,"Burt, Maddy",SR,,,,,,,Arizona,52.20,53.50,47,0
433, Event 9  Women 100 Yard Butterfly,Preliminaries,"Arky, Natalie",SR,,,,,,,Denver,53.44,53.69,48,0
434, Event 9  Women 100 Yard Butterfly,Preliminaries,"Baron, Sam",JR,,,,,,,Virginia,52.33,DQ,---,0
435, Event 9  Women 100 Yard Butterfly,Preliminaries,"Waldrep, Ellie",SO,,,,,,,Auburn,52.65,DFS,---,0
436, Event 9  Women 100 Yard Butterfly,Preliminaries,"Runnels, Aris",SO,,,,,,,Florida,52.10,DFS,---,0
437, Event 10  Women 200 Yard Freestyle,Championship Final,"Ruck, Taylor",SR,,,,,,,Stanford,1:42.70,1:42.36,1,20
438, Event 10  Women 200 Yard Freestyle,Championship Final,"Douthwright, Brooklyn",SO,,,,,,,Tennessee,1:43.22,1:42.41,2,17
439, Event 10  Women 200 Yard Freestyle,Championship Final,"Canny, Aimee",FR,,,,,,,Virginia,1:42.94,1:42.50,3,16
440, Event 10  Women 200 Yard Freestyle,Championship Final,"Wilson, Kayla",FR,,,,,,,Stanford,1:43.27,1:42.90,4,15
441, Event 10  Women 200 Yard Freestyle,Championship Final,"Parker, Maxine",JR,,,,,,,Virginia,1:43.28,1:43.48,5,14
442, Event 10  Women 200 Yard Freestyle,Championship Final,"Peplowski, Anna",SO,,,,,,,Indiana,1:43.27,1:43.57,6,13
443, Event 10  Women 200 Yard Freestyle,Championship Final,"Stepanek, Chloe",JR,,,,,,,Texas A&M,1:43.83,1:43.76,7,12
444, Event 10  Women 200 Yard Freestyle,Championship Final,"Hetrick, Paige",JR,,,,,,,Louisville,1:43.90,1:44.32,8,11
445, Event 10  Women 200 Yard Freestyle,Consolation Final,"Webb, Abbey",JR,,,,,,,NC State,1:44.02,1:43.48,9,9
446, Event 10  Women 200 Yard Freestyle,Consolation Final,"Atkinson, Emma",JR,,,,,,,Virginia Tech,1:44.31,1:43.58,10,7
447, Event 10  Women 200 Yard Freestyle,Consolation Final,"Pash, Kelly",SR,,,,,,,Texas,1:43.91,1:43.61,11,6
448, Event 10  Women 200 Yard Freestyle,Consolation Final,"Fulmer, Amy",SR,,,,,,,Ohio St,1:43.99,1:43.78,12,5
449, Event 10  Women 200 Yard Freestyle,Consolation Final,"Nikonova, Ekaterina",SO,,,,,,,Florida,1:43.93,1:44.05,13,4
450, Event 10  Women 200 Yard Freestyle,Consolation Final,"Carlson, Abby",SO,,,,,,,Wisconsin,1:44.27,1:44.52,14,3
451, Event 10  Women 200 Yard Freestyle,Consolation Final,"Tankersley, Morgan",SR,,,,,,,Stanford,1:44.02,1:44.60,15,2
452, Event 10  Women 200 Yard Freestyle,Consolation Final,"Motekaitis, Mia",SR,,,,,,,California,1:44.47,1:44.69,16,1
453, Event 10  Women 200 Yard Freestyle,Preliminaries,"Ruck, Taylor",SR,,,,,,,Stanford,1:43.04,1:42.70,1,0
454, Event 10  Women 200 Yard Freestyle,Preliminaries,"Canny, Aimee",FR,,,,,,,Virginia,1:42.62,1:42.94,2,0
455, Event 10  Women 200 Yard Freestyle,Preliminaries,"Douthwright, Brooklyn",SO,,,,,,,Tennessee,1:42.45,1:43.22,3,0
456, Event 10  Women 200 Yard Freestyle,Preliminaries,"Wilson, Kayla",FR,,,,,,,Stanford,1:43.74,1:43.27,4,0
457, Event 10  Women 200 Yard Freestyle,Preliminaries,"Peplowski, Anna",SO,,,,,,,Indiana,1:43.33,1:43.27,4,0
458, Event 10  Women 200 Yard Freestyle,Preliminaries,"Parker, Maxine",JR,,,,,,,Virginia,1:45.49,1:43.28,6,0
459, Event 10  Women 200 Yard Freestyle,Preliminaries,"Stepanek, Chloe",JR,,,,,,,Texas A&M,1:43.37,1:43.83,7,0
460, Event 10  Women 200 Yard Freestyle,Preliminaries,"Hetrick, Paige",JR,,,,,,,Louisville,1:44.83,1:43.90,8,0
461, Event 10  Women 200 Yard Freestyle,Preliminaries,"Pash, Kelly",SR,,,,,,,Texas,1:42.73,1:43.91,9,0
462, Event 10  Women 200 Yard Freestyle,Preliminaries,"Nikonova, Ekaterina",SO,,,,,,,Florida,1:43.96,1:43.93,10,0
463, Event 10  Women 200 Yard Freestyle,Preliminaries,"Fulmer, Amy",SR,,,,,,,Ohio St,1:42.94,1:43.99,11,0
464, Event 10  Women 200 Yard Freestyle,Preliminaries,"Webb, Abbey",JR,,,,,,,NC State,1:43.84,1:44.02,12,0
465, Event 10  Women 200 Yard Freestyle,Preliminaries,"Tankersley, Morgan",SR,,,,,,,Stanford,1:44.04,1:44.02,12,0
466, Event 10  Women 200 Yard Freestyle,Preliminaries,"Carlson, Abby",SO,,,,,,,Wisconsin,1:44.19,1:44.27,14,0
467, Event 10  Women 200 Yard Freestyle,Preliminaries,"Atkinson, Emma",JR,,,,,,,Virginia Tech,1:43.31,1:44.31,15,0
468, Event 10  Women 200 Yard Freestyle,Preliminaries,"Motekaitis, Mia",SR,,,,,,,California,1:43.92,1:44.47,16,0
469, Event 10  Women 200 Yard Freestyle,Preliminaries,"Nordmann, Lillie",SO,,,,,,,Stanford,1:44.83,1:44.53,17,0
470, Event 10  Women 200 Yard Freestyle,Preliminaries,"Gati, Izzy",5Y,,,,,,,Kentucky,1:44.97,1:44.68,18,0
471, Event 10  Women 200 Yard Freestyle,Preliminaries,"Heimstead, Julia",SR,,,,,,,Arizona,1:44.83,1:44.69,19,0
472, Event 10  Women 200 Yard Freestyle,Preliminaries,"Roghair, Aurora",SO,,,,,,,Stanford,1:45.54,1:44.77,20,0
473, Event 10  Women 200 Yard Freestyle,Preliminaries,"Tiltmann, Reilly",SO,,,,,,,Virginia,1:44.28,1:44.89,21,0
474, Event 10  Women 200 Yard Freestyle,Preliminaries,"Transom, Laticia-Leigh",5Y,,,,,,,Hawaii,1:44.89,1:44.99,22,0
475, Event 10  Women 200 Yard Freestyle,Preliminaries,"Spitz, Ayla",SR,,,,,,,California,1:44.94,1:45.01,23,0
476, Event 10  Women 200 Yard Freestyle,Preliminaries,"Wheeler, Kaitlynn",SR,,,,,,,Kentucky,1:45.18,1:45.29,24,0
477, Event 10  Women 200 Yard Freestyle,Preliminaries,"Leibel, Kyla",SR,,,,,,,Texas,1:44.75,1:45.45,25,0
478, Event 10  Women 200 Yard Freestyle,Preliminaries,"Crom, Katelyn",FR,,,,,,,Michigan,1:44.11,1:45.54,26,0
479, Event 10  Women 200 Yard Freestyle,Preliminaries,"Stevenson, Katie",SR,,,,,,,William & Mary,1:46.40,1:45.73,27,0
480, Event 10  Women 200 Yard Freestyle,Preliminaries,"Cronk, Micayla",SO,,,,,,,Florida,1:43.77,1:45.75,28,0
481, Event 10  Women 200 Yard Freestyle,Preliminaries,"Stoneburg, Blair",FR,,,,,,,Wisconsin,1:45.92,1:45.94,29,0
482, Event 10  Women 200 Yard Freestyle,Preliminaries,"Nevmovenko, Polina",SO,,,,,,,Auburn,1:44.39,1:45.97,30,0
483, Event 10  Women 200 Yard Freestyle,Preliminaries,"Gorecka, Weronika",SR,,,,,,,Akron,1:45.39,1:46.04,31,0
484, Event 10  Women 200 Yard Freestyle,Preliminaries,"Tang, Amy",SO,,,,,,,Stanford,1:46.05,1:46.05,32,0
485, Event 10  Women 200 Yard Freestyle,Preliminaries,"Venema, Nikki",SR,,,,,,,Princeton,1:44.79,1:46.13,33,0
486, Event 10  Women 200 Yard Freestyle,Preliminaries,"Caldow, Elle",JR,,,,,,,Tennessee,1:45.13,1:46.14,34,0
487, Event 10  Women 200 Yard Freestyle,Preliminaries,"Crush, Annabel",SO,,,,,,,NC State,1:45.10,1:46.18,35,0
488, Event 10  Women 200 Yard Freestyle,Preliminaries,"Mrozinski, Julia",SO,,,,,,,Tennessee,1:44.71,1:46.24,36,0
489, Event 10  Women 200 Yard Freestyle,Preliminaries,"Weiler Sastre, Carmen",FR,,,,,,,Virginia Tech,1:45.18,1:46.27,37,0
490, Event 10  Women 200 Yard Freestyle,Preliminaries,"Barczyk, Jillian",SR,,,,,,,Georgia,1:45.04,1:46.30,38,0
491, Event 10  Women 200 Yard Freestyle,Preliminaries,"Batchelor, Molly",JR,,,,,,,Arizona St,1:45.69,1:46.37,39,0
492, Event 10  Women 200 Yard Freestyle,Preliminaries,"Davidson, Emma",SR,,,,,,,California,1:45.80,1:46.38,40,0
493, Event 10  Women 200 Yard Freestyle,Preliminaries,"Looney, Lindsay",SR,,,,,,,Arizona St,1:45.18,1:46.39,41,0
494, Event 10  Women 200 Yard Freestyle,Preliminaries,"Bates, Talia",SR,,,,,,,Florida,1:44.37,1:46.43,42,0
495, Event 10  Women 200 Yard Freestyle,Preliminaries,"Strouse, Ashley",SO,,,,,,,Northwestern,1:44.64,1:46.48,43,0
496, Event 10  Women 200 Yard Freestyle,Preliminaries,"Mathieu, Tylor",SR,,,,,,,Florida,1:45.86,1:46.64,44,0
497, Event 10  Women 200 Yard Freestyle,Preliminaries,"Mannion, Natalie",FR,,,,,,,Stanford,1:44.88,1:46.78,45,0
498, Event 10  Women 200 Yard Freestyle,Preliminaries,"Kahler, Marlene",SO,,,,,,,Southern California,1:46.87,1:46.87,46,0
499, Event 10  Women 200 Yard Freestyle,Preliminaries,"Mack, Katie",SR,,,,,,,Florida,1:45.38,1:46.98,47,0
500, Event 10  Women 200 Yard Freestyle,Preliminaries,"Reinstein, Sloane",JR,,,,,,,Georgia,1:44.26,1:47.01,48,0
501, Event 10  Women 200 Yard Freestyle,Preliminaries,"Coetzee, Dune",SO,,,,,,,Georgia,1:46.67,1:47.02,49,0
502, Event 10  Women 200 Yard Freestyle,Preliminaries,"Smith, Janie",SR,,,,,,,South Carolina,1:45.75,1:47.04,50,0
503, Event 10  Women 200 Yard Freestyle,Preliminaries,"McNeese, Beth",SR,,,,,,,Kentucky,1:46.67,1:47.06,51,0
504, Event 10  Women 200 Yard Freestyle,Preliminaries,"Donohoe, Madelyn",SR,,,,,,,Virginia,1:46.51,1:47.34,52,0
505, Event 10  Women 200 Yard Freestyle,Preliminaries,"Knapp, Sophia",FR,,,,,,,Virginia,1:46.81,1:47.44,53,0
506, Event 10  Women 200 Yard Freestyle,Preliminaries,"Shackelford, Sarah",SR,,,,,,,Virginia Tech,1:46.10,1:47.44,53,0
507, Event 10  Women 200 Yard Freestyle,Preliminaries,"McCarville, Kate",SO,,,,,,,Tennessee,1:46.71,1:47.67,55,0
508, Event 10  Women 200 Yard Freestyle,Preliminaries,"Barnes, Megan",FR,,,,,,,LSU,1:45.26,1:47.72,56,0
509, Event 10  Women 200 Yard Freestyle,Preliminaries,"Rhee, Rachel",SR,,,,,,,UCLA,1:45.31,1:47.74,57,0
510, Event 10  Women 200 Yard Freestyle,Preliminaries,"Wizard, Betsy",FR,,,,,,,Arkansas,1:46.35,1:47.83,58,0
511, Event 10  Women 200 Yard Freestyle,Preliminaries,"Hetzer, Emily",5Y,,,,,,,Auburn,1:46.34,1:47.99,59,0
512, Event 10  Women 200 Yard Freestyle,Preliminaries,"Brennan, Jamie",FR,,,,,,,Northwestern,1:45.95,1:49.14,60,0
513, Event 10  Women 200 Yard Freestyle,Preliminaries,"Lindner, Sophie",5Y,,,,,,,UNC,1:47.01,DFS,---,0
514, Event 10  Women 200 Yard Freestyle,Preliminaries,"Welch, Ella",FR,,,,,,,Louisville,1:46.72,DFS,---,0
515, Event 10  Women 200 Yard Freestyle,Preliminaries,"Dennis, Julia",FR,,,,,,,Louisville,1:46.67,DFS,---,0
516, Event 11  Women 100 Yard Breaststroke,Championship Final,"Jacoby, Lydia",FR,,,,,,,Texas,57.98,57.03,1,20
517, Event 11  Women 100 Yard Breaststroke,Championship Final,"McSharry, Mona",JR,,,,,,,Tennessee,57.67,57.16,2,17
518, Event 11  Women 100 Yard Breaststroke,Championship Final,"Elendt, Anna",JR,,,,,,,Texas,57.49,57.29,3,16
519, Event 11  Women 100 Yard Breaststroke,Championship Final,"Dobler, Kaitlyn",JR,,,,,,,Southern California,57.35,57.50,4,15
520, Event 11  Women 100 Yard Breaststroke,Championship Final,"MacCausland, Heather",SR,,,,,,,NC State,58.14,57.74,5,14
521, Event 11  Women 100 Yard Breaststroke,Championship Final,"Bach, Hannah",SR,,,,,,,Ohio St,58.52,58.08,6,13
522, Event 11  Women 100 Yard Breaststroke,Championship Final,"Panitz, Josie",SR,,,,,,,Ohio St,57.88,58.12,7,12
523, Event 11  Women 100 Yard Breaststroke,Championship Final,"Weber, Emma",FR,,,,,,,Virginia,58.90,58.95,8,11
524, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Sim, Letitia",SO,,,,,,,Michigan,59.02,58.48,9,9
525, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Gridley, Kaelyn",FR,,,,,,,Duke,59.15,58.76,10,7
526, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Vovk, Tara",5Y,,,,,,,Miami (FL),59.14,58.89,11,6
527, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Smith, Skyler",SO,,,,,,,UNC,59.01,58.94,12,5
528, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Peplowski, Noelle",5Y,,,,,,,Indiana,59.18,58.99,13,4
529, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Odgers, Isabelle",5Y,,,,,,,Southern California,59.19,59.06,14,3
530, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Podmanikova, Andrea",5Y,,,,,,,NC State,59.13,59.39,15,2
531, Event 11  Women 100 Yard Breaststroke,Consolation Final,"Chue, Christie",SO,,,,,,,Florida Int'l,59.10,59.59,16,1
532, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Dobler, Kaitlyn",JR,,,,,,,Southern California,56.94,57.35,1,0
533, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Elendt, Anna",JR,,,,,,,Texas,57.48,57.49,2,0
534, Event 11  Women 100 Yard Breaststroke,Preliminaries,"McSharry, Mona",JR,,,,,,,Tennessee,57.25,57.67,3,0
535, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Panitz, Josie",SR,,,,,,,Ohio St,58.29,57.88,4,0
536, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Jacoby, Lydia",FR,,,,,,,Texas,57.29,57.98,5,0
537, Event 11  Women 100 Yard Breaststroke,Preliminaries,"MacCausland, Heather",SR,,,,,,,NC State,58.16,58.14,6,0
538, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Bach, Hannah",SR,,,,,,,Ohio St,58.19,58.52,7,0
539, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Weber, Emma",FR,,,,,,,Virginia,58.61,58.90,8,0
540, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Smith, Skyler",SO,,,,,,,UNC,59.30,59.01,9,0
541, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Sim, Letitia",SO,,,,,,,Michigan,58.71,59.02,10,0
542, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Chue, Christie",SO,,,,,,,Florida Int'l,59.28,59.10,11,0
543, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Podmanikova, Andrea",5Y,,,,,,,NC State,58.56,59.13,12,0
544, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Vovk, Tara",5Y,,,,,,,Miami (FL),58.89,59.14,13,0
545, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Gridley, Kaelyn",FR,,,,,,,Duke,59.12,59.15,14,0
546, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Peplowski, Noelle",5Y,,,,,,,Indiana,59.10,59.18,15,0
547, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Odgers, Isabelle",5Y,,,,,,,Southern California,58.88,59.19,16,0
548, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Kucheran, Nina",5Y,,,,,,,Florida,59.12,59.30,17,0
549, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Hartman, Zoie",SR,,,,,,,Georgia,58.65,59.33,18,0
550, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Phelan, Denise",FR,,,,,,,Kentucky,59.46,59.38,19,0
551, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Keating, Anna",JR,,,,,,,Virginia,59.76,59.41,20,0
552, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Baker, Leah",SR,,,,,,,Ohio St,59.31,59.43,21,0
553, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Crye, Joleigh",FR,,,,,,,Cincinnati,59.07,59.49,22,0
554, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Wiseman, Avery",SO,,,,,,,Alabama,58.69,59.59,23,0
555, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Kennett, Bobbi",JR,,,,,,,Texas A&M,59.55,59.60,24,0
556, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Yegher, Jaycee",5Y,,,,,,,Virginia,59.18,59.67,25,0
557, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Grover, Claire",5Y,,,,,,,UCLA,59.37,59.70,26,0
558, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Ferraguti, Alessia",5Y,,,,,,,Arkansas,59.58,59.75,27,0
559, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Herrmann, Vanessa",5Y,,,,,,,Arkansas,59.39,59.83,28,0
560, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Makarova, Stasya",SO,,,,,,,Auburn,58.91,59.86,29,0
561, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Raab, Allie",5Y,,,,,,,Stanford,59.57,59.90,30,0
562, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Petkova, Diana",JR,,,,,,,Alabama,59.49,59.92,31,0
563, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Fisher, Jocelyn",SR,,,,,,,Alabama,59.61,59.96,32,0
564, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Perttula, Andrea",SR,,,,,,,Texas A&M,59.69,1:00.00,33,0
565, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Carlson, Eva",SO,,,,,,,UCLA,59.61,1:00.02,34,0
566, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Engel, Bridget",JR,,,,,,,Kentucky,59.96,1:00.09,35,0
567, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Viberg, Cecilia",FR,,,,,,,Louisville,59.37,1:00.09,35,0
568, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Gillilan, Coleen",SR,,,,,,,Notre Dame,1:00.59,1:00.15,37,0
569, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Huggins, Maddy",SO,,,,,,,Florida St,1:00.34,1:00.25,38,0
570, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Mason, Zorry",SR,,,,,,,Miami (FL),59.60,1:00.26,39,0
571, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Jew, Ellie",SR,,,,,,,Notre Dame,59.73,1:00.30,40,0
572, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Crawford, Brearna",SO,,,,,,,Indiana,59.86,1:00.47,41,0
573, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Brouwer, Aubree",FR,,,,,,,NC State,59.72,1:00.55,42,0
574, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Wright, Cat",5Y,,,,,,,Alabama,59.23,1:00.65,43,0
575, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Mendenhall, Olivia",SO,,,,,,,Kentucky,1:01.06,1:00.66,44,0
576, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Williams, Christiana",JR,,,,,,,San Diego St,1:00.23,1:00.73,45,0
577, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Moore, Elizabeth",SR,,,,,,,Wisconsin,1:00.45,1:00.74,46,0
578, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Brathwaite, Katrina",SR,,,,,,,Missouri,59.80,1:01.15,47,0
579, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Hanley, Channing",SO,,,,,,,Texas,1:00.48,1:01.19,48,0
580, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Grosse, Malin",FR,,,,,,,Missouri,1:00.16,1:01.40,49,0
581, Event 11  Women 100 Yard Breaststroke,Preliminaries,"Lundgren, Emily",FR,,,,,,,Washington St.,1:00.78,1:01.56,50,0
